CVE ID,Framework/Tool,Affected Versions,Type of Attack,Description,Severity Score,Source of CVE,Relevant Phase,Attack Vector,Mitigation,Source of Mitigation,Extracted Version
CVE-2021-33430,numpy,<1.9.0,Buffer Overflow,A Buffer Overflow vulnerability exists in NumPy 1.9.x when specifying arrays of large dimensions. This could allow a malicious user to cause a Denial of Service.,5.3,NVD,Design,Unknown,Validate input dimensions and limit array sizes to prevent buffer overflows. Implement boundary checking for all array operations.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation); OWASP A9: Using Components with Known Vulnerabilities",1.9.0
CVE-2021-34141,numpy,< 1.22.0,Incomplete Input Validation,Incomplete string comparison in the numpy.core component in NumPy before 1.22.0 allows attackers to trigger slightly incorrect copying by constructing specific string objects.,5.3,NVD,Develop,Unknown,Correct input validation for string comparisons. Ensure string handling functions correctly reject malformed or unsafe inputs.,"OWASP A6: Security Misconfiguration; NIST SP 800-53 Rev. 5, SC-7 (Boundary Protection)",1.22.0
CVE-2021-41495,numpy,< 1.19,Null Pointer Dereference,"A Null Pointer Dereference vulnerability exists in numpy.sort in NumPy < 1.19, which allows attackers to conduct DoS attacks by repetitively creating sort arrays.",5.3,NVD,Develop,Unknown,Implement proper return-value validation to prevent null pointer dereferences. Validate input data before invoking numpy.sort.,"OWASP A6: Security Misconfiguration; NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2021-41496,numpy, < 1.19 ,Buffer Overflow,Buffer overflow in array_from_pyobj in NumPy < 1.19 allows attackers to conduct DoS attacks by constructing an array with negative values.,5.5,NVD,Maintain,Unknown,Ensure proper input validation to prevent negative dimension values in array construction. Implement size limits for array dimensions.,"OWASP A6: Security Misconfiguration; NIST SP 800-53 Rev. 5, SC-7 (Boundary Protection)",
CVE-2024-34997,numpy,< 1.4.2,Deserialization of Untrusted Data,joblib v1.4.2 contains a deserialization vulnerability via the joblib.numpy_pickle::NumpyArrayWrapper().read_array() function.,7.5,NVD,Maintain,Unknown,Avoid deserializing untrusted data. Use trusted sources and implement input validation to reject malformed or dangerous serialized objects.,"OWASP A8: Insecure Deserialization; NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",1.4.2
CVE-2024-28224,ollama,< 0.1.29,DNS Rebinding (Remote Access),"Ollama before 0.1.29 is vulnerable to DNS rebinding, which may allow unauthorized remote access to the full API, potentially resulting in resource exhaustion or unauthorized actions.",8.8,NVD,Implementation and Testing,Unknown,Upgrade to Ollama 0.1.29 or later. Implement DNS rebinding protection by enforcing strict host validation and same-origin policies in API requests. Ensure firewall and network configurations block unauthorized access to internal services.,"NIST SP 800-53 Rev. 5, SC-7 (Boundary Protection)",0.1.29
CVE-2024-37032,ollama,< 0.1.34,Improper Input Validation (RCE),"Ollama before 0.1.34 fails to validate digest formats (e.g., fewer or more than 64 hex digits), mishandling TestGetBlobsPath test cases, and potentially leading to RCE.",,NVD,Development and Implementation,Unknown,"Upgrade to Ollama 0.1.34 or later. Apply strict input validation, ensuring that the SHA256 digest adheres to the required format (64 hex digits). Test input thoroughly for boundary conditions to prevent format string attacks or RCE.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",0.1.34
CVE-2024-45436,ollama,< 0.1.47,Directory Traversal (via ZIP),"Ollama before 0.1.47 is vulnerable to directory traversal when extracting ZIP files, allowing file extraction outside of the intended parent directory.",7.5,NVD,Development and Maintenance,Unknown,Upgrade to Ollama 0.1.47 or later. Restrict ZIP extraction to a secure directory and ensure files cannot escape intended directories by validating file paths before extraction. Limit permissions on files extracted from ZIP archives.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SC-34 (Non-Persistence)",0.1.47
CVE-2022-25882,onnx,< 1.13.0,Directory Traversal,"Versions of the package ONNX before 1.13.0 are vulnerable to Directory Traversal, allowing the external_data field of the tensor proto to reference files outside the model's current directory, such as ""../../../etc/passwd"".",,NVD,"Design, Deployment",Unknown,Update to ONNX version 1.13.0 or later. Ensure file path validation for external_data to restrict access to only allowed directories. Implement secure handling of file paths to prevent directory traversal attacks.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation) - Validate all file paths to avoid unintended access.",1.13.0
CVE-2024-27318,onnx,< 1.15.0,Directory Traversal,"ONNX versions before and including 1.15.0 allow directory traversal via the external_data field of the tensor proto, bypassing a patch for CVE-2022-25882.",7.5,NVD,Implementation and Maintenance,Unknown,Upgrade ONNX to version 1.16.0 or later. Apply validation of input paths in external_data fields to prevent directory traversal. Ensure sandboxing and path normalization to limit file access to the model's directory.,"NIST SP 800-53 Rev. 5, SI-7 (Software Security Testing), SC-30 (Isolation and Sandboxing)",1.15.0
CVE-2024-27319,onnx,< 1.15.0,Out-of-Bounds Read,ONNX versions before and including 1.15.0 are vulnerable to an out-of-bounds read due to off-by-one errors in the ONNX_ASSERT and ONNX_ASSERTM functions.,4.4,NVD,Development and Testing,Unknown,Upgrade ONNX to version 1.16.0 or later. Ensure that boundary checking is applied to ONNX_ASSERT functions to prevent off-by-one errors.,"NIST SP 800-53 Rev. 5, SA-11 (Testing and Evaluation)",1.15.0
CVE-2024-5187,onnx,< 1.16.0,Arbitrary File Overwrite (RCE),"ONNX 1.16.0 allows attackers to overwrite arbitrary files due to improper validation in download_model_with_test_data, enabling path traversal through malicious tar files.",8.8,NVD,Deployment and Maintenance,Unknown,Update to ONNX 1.16.0. Implement path validation and tar file extraction security measures. Apply sandboxing to limit file access. Perform input validation and restrict tar extraction to allowed directories to prevent arbitrary file overwrite.,"NIST SP 800-53 Rev. 5, SC-7 (Boundary Protection), SI-10 (Input Validation)",1.16.0
CVE-2020-13091,pandas,< 1.0.3,Deserialization of Untrusted Data,Pandas through 1.0.3 can unserialize and execute commands from an untrusted file via the read_pickle() function if __reduce__ makes an os.system call.,,NVD,Maintain,Unknown,Disable use of read_pickle() in untrusted environments. Enforce strict input validation and secure deserialization.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation); OWASP A8: Insecure Deserialization",1.0.3
CVE-2023-39661,pandas,< 0.9.1,Remote Code Execution (RCE),A remote attacker can execute arbitrary code via the _is_jailbreak function in pandas-ai v0.9.1 and earlier.,,NVD,Deploy,User Input / API Execution,Update to the latest version and apply secure coding practices to limit input to critical functions.,"NIST SP 800-53 Rev. 5, SI-3 (Malicious Code Protection); OWASP Top 10, A5: Broken Access Control",0.9.1
CVE-2023-39662,pandas,< 0.7.13,Command Injection,Llama_index v0.7.13 and earlier allows arbitrary code execution through the exec parameter in the PandasQueryEngine.,,NVD,Develop,Unknown,"Sanitize and validate inputs in exec calls, and avoid using dynamic execution for untrusted inputs.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation); OWASP Top 10, A1: Injection",0.7.13
CVE-2023-39660,pandas,< 0.8.0,Improper Input Handling,Arbitrary code execution via a crafted request to the prompt function in PandasAI v0.8.0 and earlier.,,NVD,Develop,Unknown,Patch to the latest version. Implement input validation and use secure coding to limit code execution.,"OWASP Top 10, A5: Broken Access Control; NIST SP 800-53 Rev. 5, AC-3 (Access Enforcement)",0.8.0
CVE-2023-46134,pandas,< 3.7.0,Remote Code Execution (RCE),D-Tale prior to version 3.7.0 is vulnerable to remote code execution by hosting publicly.,,NVD,Deploy,User Input / API Execution,"Host D-Tale internally or upgrade to version 3.7.0. Disable ""Custom Filter"" for external hosting environments.","NIST SP 800-53 Rev. 5, SC-7 (Boundary Protection); OWASP A5: Broken Access Control",3.7.0
CVE-2024-21642,pandas,< 3.9.0,Server-Side Request Forgery (SSRF),"D-Tale prior to 3.9.0 is vulnerable to server-side request forgery (SSRF), allowing attackers to access files on the server.",,NVD,Deploy,Unknown,Upgrade to version 3.9.0 or later. Disable Load From the Web functionality to limit external access.,"NIST SP 800-53 Rev. 5, SC-18 (Secure Network Access); OWASP A10: Insufficient Logging & Monitoring",3.9.0
CVE-2024-23752,pandas,< 1.5.17,Code Injection,PandasAI through 1.5.17 allows attackers to generate arbitrary Python code via the GenerateSDFPipeline function.,,NVD,Design,Unknown,Sanitize user input and restrict code generation to verified sources. Implement user access control mechanisms.,"OWASP Top 10, A6: Security Misconfiguration; NIST SP 800-53 Rev. 5, AC-17 (Remote Access)",1.5.17
CVE-2024-45595,pandas,< 3.14.1,Remote Code Execution (RCE),"D-Tale prior to version 3.14.1 is vulnerable to remote code execution due to ""Custom Filter"" input being exposed.",,NVD,Deploy,User Input / API Execution,Upgrade to D-Tale 3.14.1. Host D-Tale securely on trusted networks only.,"NIST SP 800-53 Rev. 5, SC-7 (Boundary Protection); OWASP A5: Broken Access Control",3.14.1
CVE-2024-35199,pytorch,< 0.11.0,Improper Access Control,"TorchServe gRPC ports 7070 and 7071 are not bound to localhost by default, exposing them to all interfaces. This is fixed in release 0.11.0. Users should upgrade.",,NVD,Maintain,Unknown,Restrict gRPC port access to localhost only by updating the configuration and applying firewall rules to limit exposure. Regularly audit network configurations.,"NIST SP 800-53 Rev. 5, AC-17(2) (Remote Access) - Limiting access to trusted network interfaces.",0.11.0
CVE-2024-35198,pytorch,< 0.11.0,URL Whitelisting Bypass,"TorchServe allowed_urls check can be bypassed with characters like "".."", allowing models to be downloaded and referenced, bypassing security checks. Fixed in release 0.11.0.",,NVD,Maintain,Unknown,"Implement strict URL validation and sanitization. Use secure coding practices to ensure that only validated URLs are allowed, and monitor logs for attempted bypasses.","OWASP Top 10, A5: Broken Access Control - Ensuring proper validation of user inputs.",0.11.0
CVE-2024-31584,pytorch,< 2.2.0,Out-of-Bounds Read,Out-of-bounds Read vulnerability in PyTorch before v2.2.0 via the flatbuffer_loader.cpp component.,,NVD,Maintain,Unknown,Validate input sizes and bounds before processing. Implement bounds checking in the code to prevent out-of-bounds access.,"NIST SP 800-53 Rev. 5, SI-10 (Information Input Validation) - Input validation to ensure data conforms to expected ranges.",2.2.0
CVE-2024-31583,pytorch,< 2.2.0,Use-After-Free,Use-after-free vulnerability in PyTorch before v2.2.0 in interpreter.cpp.,,NVD,Maintain,Unknown,"Use memory management best practices, such as proper deallocation. Conduct static analysis to detect and prevent use-after-free errors.","CERT C Coding Standard, MSC37-C (Ensure that object lifetimes are managed correctly) - Avoiding use-after-free vulnerabilities.",2.2.0
CVE-2024-31580,pytorch,< 2.2.0,Heap Buffer Overflow,"Heap buffer overflow in PyTorch before v2.2.0 in vararg_functions.cpp, leading to potential Denial of Service (DoS).",,NVD,Maintain,Unknown,Use buffer size checks to prevent overflow. Apply runtime checks and sanitize inputs to ensure buffer constraints.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection) - Implementing safeguards against buffer overflows.",2.2.0
